45839 45669 59963 121773 145166
fnsea 0 3 0 0 0
flyfair 0 0 0 3 0
flurri 0 1 0 2 0
florjanc 0 0 0 0 3
fledgl 1 0 1 0 1
flagship 0 0 0 2 1
fivemonth 0 1 0 0 2
fisheri 0 3 0 0 0
firstcorp 0 0 0 0 3
fintech 0 0 0 3 0
finalis 0 0 0 2 1
fiberopt 0 0 0 3 0
fhlmc 0 0 0 0 3
festiv 0 0 3 0 0
feretti 0 0 0 3 0
ferc 0 0 0 0 3
fauber 0 0 0 0 3
fate 0 0 0 3 0
fao 0 3 0 0 0
falter 1 1 1 0 0
falloff 0 0 0 0 3
fairfield 0 0 0 2 1
expos 0 3 0 0 0
explod 0 3 0 0 0
expatri 1 1 1 0 0
exley 0 0 0 0 3
evolv 0 1 0 1 1
evapor 0 0 2 1 0
eugen 1 1 0 0 1
ethylen 0 0 0 3 0
essex 0 0 0 0 3
es 2 1 0 0 0
eromanga 0 0 0 3 0
erect 1 0 0 2 0
equinox 0 0 0 3 0
equin 0 0 0 3 0
equicor 0 0 0 0 3
eqk 0 0 0 0 3
envoy 2 0 1 0 0
envis 0 0 2 1 0
entranc 3 0 0 0 0
enthusiast 1 0 1 1 0
enterra 0 0 0 2 1
entail 1 0 0 2 0
enron 0 0 0 0 3
englishlanguag 1 0 0 1 1
enfield 0 0 0 3 0
energen 0 0 0 3 0
emphasis 0 0 1 0 2
emerald 0 0 0 0 3
embark 1 1 0 0 1
elsinor 0 0 0 0 3
elk 2 0 0 1 0
elgin 0 0 0 2 1
electrosensor 0 0 0 0 3
electroopt 0 0 0 0 3
elderbeerman 0 0 0 2 1
elcor 0 0 0 0 3
edt 0 2 0 1 0
ed 1 0 0 2 0
ebing 3 0 0 0 0
earner 0 0 0 0 3
dyneer 0 0 0 2 1
dynalectron 0 0 0 3 0
dw 0 3 0 0 0
dvt 0 3 0 0 0
duvel 0 0 0 0 3
durkin 0 0 0 0 3
durham 0 0 0 0 3
durabl 0 0 3 0 0
duplic 0 1 0 1 1
dune 2 0 0 0 1
dull 0 0 3 0 0
dtex 0 3 0 0 0
dryness 0 3 0 0 0
drift 2 0 1 0 0
drag 0 1 0 1 1
downsiz 0 0 0 0 3
downsid 0 1 2 0 0
dougherti 0 0 0 3 0
doresi 0 0 0 3 0
dor 0 0 0 3 0
donut 0 0 0 0 3
doneg 0 0 0 0 3
dollarmark 0 0 3 0 0
dokla 0 3 0 0 0
doj 0 0 0 3 0
dock 1 0 0 0 2
dneb 0 3 0 0 0
ditalia 0 0 0 2 1
disturb 0 0 3 0 0
displac 0 3 0 0 0
disord 0 0 0 3 0
dismal 2 1 0 0 0
disguis 1 1 0 1 0
discomfort 0 0 2 0 1
disallow 0 0 0 0 3
disagr 1 0 0 1 1
dime 0 0 0 0 3
dillard 1 0 0 0 2
dilemma 0 1 2 0 0
diet 1 0 2 0 0
diego 0 0 0 1 2
dictat 0 1 1 0 1
diamet 1 0 0 0 2
di 0 0 0 2 1
deterg 0 0 0 1 2
destabil 0 0 3 0 0
depriv 1 1 0 0 1
depositor 0 0 1 2 0
den 2 0 0 0 1
democraci 0 0 2 1 0
demis 0 3 0 0 0
deltec 0 0 0 3 0
delectricit 0 0 0 2 1
dei 0 0 0 3 0
defus 0 0 3 0 0
deeper 3 0 0 0 0
declaratori 0 0 0 3 0
decatur 0 2 0 1 0
debttoequ 0 0 0 1 2
debartolo 0 0 0 3 0
dc 0 0 0 2 1
dattel 0 0 3 0 0
datavoic 0 0 0 3 0
dark 0 2 0 1 0
damerica 0 0 0 2 1
dalton 0 0 0 0 3
czechoslovakia 0 3 0 0 0
cyclic 1 0 0 0 2
cultiv 0 2 0 1 0
crossroad 3 0 0 0 0
cropland 0 3 0 0 0
crest 0 0 0 0 3
creditwatch 0 0 0 3 0
creditanstaltbankverein 0 0 0 1 2
creativ 0 0 0 1 2
crd 0 0 0 0 3
cpi 0 0 0 0 3
countrywid 0 0 0 0 3
counterpart 1 1 0 1 0
cosponsor 0 1 0 2 0
corrient 0 3 0 0 0
corport 0 1 0 0 2
corner 0 1 1 0 1
cormier 0 0 0 3 0
corbi 0 0 0 0 3
coooper 0 0 3 0 0
contraven 2 0 0 1 0
consensu 1 0 2 0 0
consciou 0 1 0 1 1
conform 0 0 0 0 3
confidata 0 0 0 3 0
confectioneri 0 0 0 1 2
condemn 0 1 0 0 2
concord 0 0 0 1 2
conceiv 0 2 0 1 0
conant 0 0 0 3 0
conad 0 0 0 3 0
comtec 0 0 0 3 0
computerbas 0 0 0 2 1
complementari 0 0 1 2 0
compensatori 0 3 0 0 0
compel 0 0 0 2 1
comet 0 0 0 1 2
com 0 0 0 1 2
columbu 0 0 0 3 0
colour 0 0 0 0 3
colorol 0 0 0 3 0
cojuangco 0 0 0 3 0
coher 1 0 0 2 0
cochairman 0 0 3 0 0
cm 1 0 0 0 2
closest 1 0 2 0 0
clifford 0 0 0 2 1
clearer 0 0 3 0 0
clean 0 0 1 2 0
clash 3 0 0 0 0
clarostat 0 0 0 3 0
cityf 0 0 0 3 0
citru 0 3 0 0 0
citic 0 0 0 3 0
cistron 0 0 0 0 3
cirex 0 0 0 3 0
circular 0 0 3 0 0
cindasa 0 3 0 0 0
cil 0 0 0 3 0
cif 3 0 0 0 0
ci 0 0 0 3 0
chrysleramc 0 0 0 3 0
christma 0 1 0 0 2
chocol 0 0 0 1 2
chimi 0 0 0 2 1
chile 1 0 0 2 0
children 0 0 0 0 3
cheyenn 0 0 0 3 0
chevrolet 0 0 0 3 0
chesebroughpond 0 0 0 1 2
chesapeak 0 0 0 2 1
chemfix 0 0 0 0 3
checkrobot 0 0 0 3 0
chatwal 0 0 0 0 3
chair 1 0 0 1 1
chaco 0 3 0 0 0
cha 0 0 0 3 0
cger 0 0 0 3 0
certifi 0 2 0 1 0
certainti 1 2 0 0 0
cepe 3 0 0 0 0
centenni 0 0 0 3 0
celina 0 0 0 3 0
celebr 2 0 1 0 0
ccbank 0 0 0 3 0
cattlemen 0 3 0 0 0
cater 0 0 0 1 2
casual 0 0 0 2 1
caston 0 0 0 3 0
cashway 0 0 0 0 3
cashcert 0 3 0 0 0
carrington 3 0 0 0 0
carolian 0 0 0 0 3
cardizem 0 0 0 0 3
cardin 0 0 0 0 3
canrad 0 0 0 3 0
candi 0 0 0 3 0
canadianl 3 0 0 0 0
cambist 0 0 3 0 0
cam 0 3 0 0 0
caltex 3 0 0 0 0
calmat 0 0 0 3 0
callicoon 0 0 0 3 0
cake 0 2 0 1 0
cabinetlevel 0 3 0 0 0
ca 0 0 0 1 2
byron 1 1 0 1 0
bwb 0 3 0 0 0
buttros 0 0 3 0 0
butter 0 3 0 0 0
burri 0 0 0 0 3
burrbrown 0 0 0 0 3
burpe 0 0 0 3 0
bumper 0 2 1 0 0
bullion 0 0 2 0 1
buildup 0 0 1 2 0
budgetari 1 0 1 0 1
budg 0 1 2 0 0
bud 0 1 1 1 0
brunei 0 0 0 3 0
broadbas 1 0 1 1 0
britoil 0 0 0 0 3
bristol 0 0 0 2 1
brisban 0 1 0 1 1
briefli 2 0 0 1 0
brett 0 0 3 0 0
breakout 1 0 2 0 0
breakfast 1 0 1 1 0
brandon 0 0 0 3 0
bramalea 0 0 0 3 0
boundari 0 2 1 0 0
bouldikian 0 0 3 0 0
booker 0 0 0 0 3
bogen 0 0 0 3 0
bluechip 0 0 0 2 1
blind 0 0 0 0 3
bleak 3 0 0 0 0
blanca 0 3 0 0 0
blackburn 0 0 0 1 2
bishop 0 0 0 3 0
biotech 0 0 0 2 1
bionom 0 0 0 0 3
biomed 0 0 0 0 3
billiondlr 0 0 0 2 1
bicoast 0 0 0 3 0
bia 0 1 2 0 0
berth 0 3 0 0 0
bert 0 2 0 0 1
bentsen 3 0 0 0 0
bench 0 0 0 3 0
belkin 0 0 0 3 0
bei 0 0 0 2 1
beaufort 1 0 0 1 1
baur 0 0 0 3 0
bartlett 0 0 0 3 0
barter 1 0 0 0 2
bankcanada 0 0 0 0 3
banca 0 0 0 0 3
bakelit 0 0 0 3 0
bahia 0 3 0 0 0
baddebt 0 0 0 0 3
ba 0 0 0 1 2
autopart 0 0 0 3 0
austrian 0 0 1 1 1
aurora 0 0 0 3 0
audienc 0 0 0 1 2
attar 0 0 0 3 0
atmospher 0 1 1 1 0
athlet 0 0 0 3 0
atchison 0 0 0 3 0
assn 0 0 0 2 1
assay 0 0 0 3 0
ascertain 1 0 0 2 0
asbesto 0 0 0 3 0
asamera 0 0 0 0 3
aros 0 0 0 1 2
arkadi 0 0 0 3 0
ardeshir 3 0 0 0 0
anywher 1 1 1 0 0
anyway 0 0 2 1 0
antonson 0 0 0 3 0
antil 0 0 0 3 0
antibodi 0 0 0 2 1
anita 0 0 0 0 3
angu 0 0 0 0 3
angelesbas 0 0 0 3 0
analytichem 0 0 0 3 0
ana 0 0 0 3 0
amvestor 0 0 0 0 3
amtech 0 0 0 3 0
amic 0 0 0 3 0
amerford 0 0 0 3 0
amerada 2 0 0 1 0
amd 0 0 2 1 0
amca 0 0 0 3 0
ambiti 1 0 1 1 0
amarillo 0 3 0 0 0
alqaba 3 0 0 0 0
alpin 0 0 0 2 1
almaden 0 0 0 3 0
alltim 1 0 0 0 2
allstar 0 0 0 0 3
allevi 0 1 2 0 0
allenbradley 0 0 0 0 3
allcash 0 0 0 3 0
aliv 0 0 2 1 0
alik 0 1 2 0 0
alic 0 0 0 3 0
aldershot 0 0 0 3 0
alc 0 0 0 0 3
albertson 0 0 0 2 1
alarm 0 0 2 1 0
airmov 0 0 0 3 0
airbu 0 0 0 0 3
aidsrel 0 0 0 1 2
ahold 0 0 0 0 3
aguarico 3 0 0 0 0
agrico 0 0 0 1 2
agip 3 0 0 0 0
aggressor 3 0 0 0 0
afterward 0 0 1 1 1
affirm 1 0 0 2 0
aerojet 0 0 0 3 0
aequitron 0 0 0 0 3
ae 0 3 0 0 0
admiss 1 0 0 2 0
admiralti 0 0 0 3 0
adminstr 2 0 0 0 1
adjoin 0 1 0 1 1
adjac 0 1 0 1 1
adelaid 0 0 0 1 2
adamsrussel 0 0 0 3 0
acton 0 0 0 3 0
acqusit 0 0 0 2 1
acquisiton 0 0 0 3 0
acico 0 3 0 0 0
accu 0 3 0 0 0
accrual 0 0 0 0 3
accommod 0 0 2 0 1
accentu 0 0 3 0 0
abort 0 0 0 2 1
abex 0 0 0 3 0
zverev 2 0 0 0 0
zuccherifici 0 0 0 2 0
zolotukhin 0 2 0 0 0
zirconium 0 0 0 2 0
zennoh 0 2 0 0 0
zaki 2 0 0 0 0
yukuo 0 0 2 0 0
yugoslavian 1 1 0 0 0
yuear 0 0 0 1 1
yrend 0 0 0 0 2
yorkshir 0 0 0 2 0
yorkarea 0 0 0 2 0
ye 0 0 2 0 0
yard 1 0 0 0 1
yanni 2 0 0 0 0
yang 0 2 0 0 0
yamani 2 0 0 0 0
yamaha 0 0 0 0 2
yalim 2 0 0 0 0
yala 0 2 0 0 0
xtra 0 0 0 2 0
xray 0 0 0 1 1
xib 0 0 0 0 2
wyona 0 0 0 2 0
wtrk 0 0 0 2 0
ws 0 0 0 2 0
wrong 1 0 0 1 0
writer 1 0 0 0 1
workweek 0 0 2 0 0
workload 0 2 0 0 0
woolco 0 0 0 0 2
woodward 0 0 0 2 0
woodbridg 0 0 0 2 0
wolf 0 0 0 0 2
wmx 0 0 0 2 0
wll 0 0 0 2 0
wk 0 0 0 0 2
wise 1 0 0 1 0
wire 0 0 0 2 0
winston 0 0 0 1 1
winnebago 0 0 0 1 1
winley 0 0 0 2 0
winchel 0 0 0 0 2
wilzig 0 0 0 2 0
willm 0 0 0 2 0
wilf 1 0 0 1 0
wife 0 0 0 2 0
whitten 0 0 0 2 0
whirlwind 0 0 0 2 0
whippani 0 0 0 2 0
wherea 0 0 1 1 0
wheatproduc 0 2 0 0 0
wheatmarket 0 2 0 0 0
wh 0 0 0 2 0
westworld 0 0 0 0 2
westwego 0 2 0 0 0
westin 0 0 0 2 0
westbank 0 0 0 0 2
westar 0 0 0 0 2
wesco 0 0 0 1 1
wereng 0 2 0 0 0
welltim 0 1 1 0 0
welltech 0 0 0 0 2
welland 0 2 0 0 0
weisfield 0 0 0 0 2
weir 0 0 0 2 0
weintraub 0 0 0 2 0
webber 0 0 0 1 1
wayn 0 0 0 2 0
wavehil 0 0 0 2 0
waterhous 0 0 0 2 0
waterclar 0 0 0 0 2
watchword 1 0 1 0 0
wasnt 0 0 0 2 0
warwick 0 0 0 1 1
warren 0 0 0 2 0
ware 0 0 0 2 0
wardair 0 0 0 0 2
wallingford 0 0 0 1 1
wallboard 0 0 0 2 0
wallac 0 0 0 0 2
walkout 0 1 0 0 1
waldbaum 0 0 0 0 2
wainco 2 0 0 0 0
voytko 0 0 0 2 0
voter 0 0 2 0 0
vongarlem 0 2 0 0 0
volusia 0 0 0 2 0
void 1 0 0 1 0
vogt 0 0 0 2 0
vitamin 0 0 0 1 1
vincent 0 0 2 0 0
villier 0 0 0 0 2
viewpoint 0 0 1 0 1
vienot 0 0 0 1 1
vieaccid 0 0 0 0 2
videotron 0 0 0 2 0
victoria 0 2 0 0 0
victim 0 2 0 0 0
vicon 0 0 0 2 0
vicker 0 0 1 1 0
vicegovernor 0 2 0 0 0
viabil 0 0 1 0 1
veto 2 0 0 0 0
vest 0 0 0 1 1
versatil 0 0 0 2 0
vernon 0 1 0 1 0
vermoegensbildung 0 0 0 0 2
vend 0 0 0 2 0
vastli 0 0 1 0 1
vanderbilt 0 0 0 2 0
vamga 0 0 0 0 2
valeri 0 0 2 0 0
valencia 0 2 0 0 0
usurp 0 0 2 0 0
usuk 0 0 2 0 0
usproduc 0 2 0 0 0
usp 0 0 0 0 2
usjapan 0 0 2 0 0
uscb 0 0 0 0 2
usbritish 0 0 2 0 0
usbas 0 0 1 1 0
urban 0 0 1 1 0
ur 0 0 0 0 2
upstat 0 0 0 2 0
unwarr 0 0 2 0 0
untru 0 0 0 2 0
unsolv 2 0 0 0 0
unseat 0 0 0 2 0
unruli 0 0 2 0 0
unreservedli 0 0 2 0 0
unreason 0 0 0 2 0
unrealis 0 0 0 0 2
unqualifi 0 0 0 0 2
unpublish 0 2 0 0 0
unpat 0 0 0 2 0
unnecessarili 0 0 2 0 0
unload 0 1 0 0 1
unlaw 0 1 0 1 0
uniroy 0 0 0 0 2
unidar 0 0 0 2 0
unhappi 0 0 1 1 0
unfriendli 0 0 0 2 0
unfortun 0 1 1 0 0
unforeseen 0 0 0 0 2
unfairli 1 1 0 0 0
unexplor 2 0 0 0 0
undu 0 0 1 1 0
undetermin 1 0 0 1 0
undesir 0 0 2 0 0
underwood 0 0 0 2 0
undertook 1 0 1 0 0
understandng 0 0 0 2 0
underst 0 1 1 0 0
underscor 0 0 1 1 0
undergon 0 0 0 1 1
undercut 0 1 1 0 0
undamag 2 0 0 0 0
uncomfort 0 0 2 0 0
unbalanc 1 0 1 0 0
unawar 0 0 0 2 0
unattract 1 1 0 0 0
unamort 0 0 0 0 2
un 1 1 0 0 0
ultrasystem 0 0 0 0 2
ukcontin 2 0 0 0 0
ukasta 0 2 0 0 0
ugo 0 0 0 2 0
uf 0 0 0 2 0
uehara 0 0 2 0 0
ua 0 2 0 0 0
tycoon 0 0 0 2 0
twoweek 1 0 1 0 0
twoway 0 0 2 0 0
twoforf 0 0 0 0 2
twausair 0 0 0 2 0
tvt 0 0 0 2 0
tuskaloosa 0 0 0 2 0
turk 1 0 0 1 0
turben 1 0 0 1 0
tug 1 0 1 0 0
truli 0 0 0 2 0
truer 0 0 2 0 0
trough 0 0 2 0 0
triweb 0 0 0 2 0
triumph 0 0 0 2 0
tristar 0 0 0 2 0
tripoli 2 0 0 0 0
triplett 0 0 0 2 0
tripartit 0 0 2 0 0
trinidadtobago 2 0 0 0 0
trinidad 1 0 0 0 1
tree 0 0 0 0 2
traver 0 0 0 2 0
transvaal 0 2 0 0 0
transship 0 2 0 0 0
transpor 0 0 0 2 0
transplant 0 1 0 1 0
transpacif 0 0 0 1 1
transnat 0 0 0 0 2
transmit 0 2 0 0 0
translux 0 0 0 0 2
transinfo 0 0 0 2 0
transco 0 0 0 0 2
transceiv 0 0 0 2 0
tranch 0 1 0 0 1
traget 0 0 2 0 0
trafalgar 1 0 0 1 0
tradestar 0 0 0 2 0
tractebel 0 0 0 2 0
trackag 0 0 0 2 0
tpa 0 0 0 1 1
toyko 0 0 2 0 0
toxic 0 0 0 2 0
towl 0 0 0 0 2
toussi 0 0 0 2 0
tourism 0 0 1 0 1
tote 0 0 0 0 2
totaliz 0 0 0 0 2
tosco 0 0 0 2 0
torrenti 0 2 0 0 0
torino 0 0 0 2 0
torchmark 0 0 0 0 2
topeka 0 0 0 2 0
tongu 0 0 2 0 0
toma 0 0 2 0 0
tokyobas 1 0 1 0 0
tog 0 0 0 0 2
tobago 1 0 0 0 1
tm 0 0 0 2 0
titanium 0 0 0 2 0
timeshar 0 0 0 2 0
timberland 0 0 0 1 1
tim 0 1 0 0 1
tilney 0 0 0 2 0
till 0 1 0 0 1
tiger 0 0 0 2 0
tiecommun 0 0 0 0 2
throttl 0 0 0 0 2
threeyearold 0 0 0 2 0
threeweek 0 0 1 0 1
thpygk 0 0 2 0 0
thoroughli 0 0 0 2 0
thompson 0 0 0 0 2
thirti 0 0 1 1 0
thirdquart 0 0 0 0 2
thirdparti 0 0 0 0 2
theori 0 0 2 0 0
theoret 0 0 1 0 1
theft 0 1 0 0 1
thayer 0 0 0 0 2
tf 0 0 0 2 0
textbook 0 0 0 0 2
texsun 0 0 0 2 0
texasbas 0 0 0 2 0
terrenc 0 0 0 2 0
terr 0 2 0 0 0
teran 2 0 0 0 0
tenyear 0 1 0 1 0
temco 0 0 0 2 0
telefon 0 0 0 2 0
telecast 0 0 0 2 0
teishoku 0 0 2 0 0
teddi 0 0 0 0 2
technitrol 0 0 0 0 2
technicon 0 0 0 0 2
teap 0 0 0 0 2
teacher 0 0 2 0 0
tauru 0 0 0 2 0
tartou 0 2 0 0 0
tarrif 1 0 1 0 0
tame 0 0 2 0 0
tale 1 0 1 0 0
talc 0 0 0 0 2
takeuchi 0 0 0 0 2
takahashi 0 0 2 0 0
taipei 0 0 2 0 0
tagari 0 0 0 2 0
taftlttfb 0 0 0 2 0
tadashi 0 0 2 0 0
systemat 0 0 0 0 2
synthetech 0 0 0 2 0
synalloy 0 0 0 2 0
sww 0 2 0 0 0
swollen 0 0 1 0 1
swim 0 0 1 1 0
swiftli 0 0 1 0 1
svizzera 0 0 0 0 2
sutliff 0 0 0 0 2
susan 0 2 0 0 0
surveil 0 0 0 2 0
suppos 1 0 0 0 1
supplementari 0 0 0 0 2
superfund 1 0 0 0 1
sunnyval 0 0 0 1 1
sunmeal 0 2 0 0 0
sunlaw 0 0 0 2 0
sundor 0 0 0 2 0
sunbelt 0 0 0 1 1
sunbeam 0 0 0 2 0
suleiman 2 0 0 0 0
sulbath 0 0 0 0 2
suffolk 0 0 0 2 0
suezmediterranean 2 0 0 0 0
sucr 0 0 0 0 2
suburb 0 2 0 0 0
subtract 0 0 0 0 2
subsystem 0 0 0 2 0
substanc 0 1 0 1 0
subcontract 0 0 0 1 1
sturm 0 0 0 2 0
stun 0 0 2 0 0
stumbl 0 0 0 2 0
stubbornli 0 0 2 0 0
stryker 0 0 0 2 0
strive 0 0 2 0 0
stritch 0 0 0 0 2
straw 0 0 0 2 0
strategist 0 0 1 0 1
storm 0 0 0 1 1
stockton 0 2 0 0 0
stillsluggish 0 0 2 0 0
stifl 0 0 2 0 0
stgdlr 0 0 2 0 0
stevedor 0 1 0 0 1
sterlingtarget 0 0 2 0 0
steelmak 0 0 0 0 2
stave 0 0 2 0 0
staubli 0 0 0 0 2
statechart 0 0 0 2 0
statebyst 0 2 0 0 0
startel 0 0 0 0 2
stanlin 0 0 0 0 2
stane 0 0 0 1 1
stanadyn 0 0 0 2 0
stamp 1 0 1 0 0
stamford 0 0 0 2 0
stainless 0 0 0 1 1
staffer 0 2 0 0 0
springfield 0 0 0 2 0
spray 0 1 0 1 0
spk 0 2 0 0 0
spitz 0 0 0 0 2
spendthrift 0 0 0 2 0
spencer 0 0 0 2 0
speedoprint 0 0 0 0 2
speedi 0 0 2 0 0
speciallycr 0 0 0 2 0
spearhead 0 0 2 0 0
spawn 0 0 1 1 0
sparanlagen 0 0 0 0 2
spalvin 0 0 0 2 0
spadin 2 0 0 0 0
soybeanproduc 0 2 0 0 0
southtrust 0 0 0 2 0
southfield 0 0 0 1 1
soup 0 0 1 0 1
sorg 0 1 0 1 0
sore 1 0 1 0 0
sooner 0 0 1 1 0
solter 0 0 0 2 0
softer 0 0 1 0 1
sodbust 0 2 0 0 0
societa 0 0 0 2 0
snack 0 0 0 0 2
smuggl 0 0 1 1 0
smorada 0 0 0 2 0
smartnam 0 0 0 2 0
smallest 0 0 0 1 1
slowest 1 0 0 0 1
slough 0 0 0 0 2
slifer 0 0 2 0 0
slice 0 0 1 1 0
slap 0 1 1 0 0
skin 0 0 0 0 2
skew 0 2 0 0 0
skate 0 0 0 2 0
sk 0 0 0 1 1
sixyear 0 1 0 1 0
sixmemb 1 0 0 1 0
sixforf 0 0 0 0 2
sitter 0 2 0 0 0
siregar 1 0 1 0 0
siphon 0 1 0 1 0
sinter 0 0 0 2 0
simplifi 1 0 0 0 1
simmond 0 0 2 0 0
similiar 0 0 2 0 0
silo 0 2 0 0 0
sieg 0 0 0 2 0
siebel 0 0 0 2 0
sieb 0 0 0 2 0
sidor 0 0 0 0 2
sideway 0 0 2 0 0
sider 2 0 0 0 0
siaf 0 0 0 2 0
shun 0 1 0 0 1
shrinkag 0 0 0 0 2
showcas 0 0 0 0 2
shorthaul 2 0 0 0 0
shorter 0 1 1 0 0
shopwel 0 0 0 0 2
shopp 0 0 0 0 2
shiviyacu 2 0 0 0 0
shipper 0 1 0 1 0
shi 0 0 0 1 1
shex 0 2 0 0 0
shelv 1 0 0 0 1
shelter 0 0 0 2 0
shekel 0 0 0 0 2
sharesd 0 0 0 2 0
shanxi 0 2 0 0 0
shale 2 0 0 0 0
shaken 1 0 0 0 1
sfem 0 0 2 0 0
seventh 0 1 0 1 0
sequoia 0 0 0 2 0
sequestr 0 0 0 2 0
septdec 0 2 0 0 0
seper 0 0 0 2 0
sensibl 0 0 1 1 0
semioffici 2 0 0 0 0
semegran 0 0 0 0 2
selfdestruct 0 2 0 0 0
seibel 0 0 0 2 0
seger 0 0 2 0 0
seelig 0 0 0 0 2
securitysensit 0 0 0 2 0
securitis 0 0 1 0 1
secretarygener 2 0 0 0 0
secretariat 2 0 0 0 0
secondlargest 0 0 0 0 2
secondhalf 0 0 0 0 2
sebro 0 0 0 2 0
seashor 0 0 0 2 0
sdr 0 0 2 0 0
score 0 1 1 0 0
sci 0 0 0 2 0
schweizerhal 0 0 0 0 2
schrader 0 0 0 0 2
schneider 0 0 0 2 0
schlick 0 2 0 0 0
scheringplough 0 0 0 2 0
scene 0 0 1 1 0
scanner 0 0 0 2 0
scaleback 0 2 0 0 0
saxon 0 0 0 0 2
saudia 2 0 0 0 0
satisifi 0 0 1 1 0
satisfact 0 0 0 0 2
satapt 0 0 0 2 0
sassan 2 0 0 0 0
sant 0 0 0 1 1
sandra 0 0 0 2 0
sandi 2 0 0 0 0
sami 0 0 0 0 2
saleabl 0 0 0 2 0
sahr 0 0 0 2 0
safvean 0 0 0 0 2
safecard 0 0 0 0 2
sabena 0 0 0 2 0
rydin 0 0 0 2 0
ryder 0 0 0 2 0
ruxpin 0 0 0 0 2
russ 0 0 0 0 2
ruptur 2 0 0 0 0
rupert 0 0 0 1 1
runaway 0 0 2 0 0
ruger 0 0 0 2 0
rubibira 0 2 0 0 0
rubbermaid 0 0 0 2 0
rtex 0 1 1 0 0
rpt 0 0 0 0 2
rotari 2 0 0 0 0
ross 0 0 0 1 1
rosemari 1 0 0 1 0
rooney 0 0 0 2 0
romania 0 2 0 0 0
rollback 0 1 0 0 1
roebuck 0 0 0 2 0
rod 0 1 0 1 0
rockvil 0 0 0 2 0
rockford 0 0 0 2 0
rocker 0 0 0 2 0
rockefel 0 0 0 0 2
rjr 0 0 0 2 0
riyad 0 0 1 0 1
ripe 0 0 2 0 0
riowa 0 2 0 0 0
ringsid 0 0 0 2 0
rinaldo 0 0 0 2 0
rill 0 2 0 0 0
rigid 0 0 1 1 0
rifai 0 0 2 0 0
ridg 0 0 0 2 0
rideshar 0 0 0 0 2
ricostruzion 0 0 0 1 1
rickel 0 0 0 2 0
rick 0 0 0 1 1
richest 0 0 0 2 0
rhonepoulenc 0 0 0 2 0
rexnard 0 0 0 2 0
revolut 1 1 0 0 0
reventador 2 0 0 0 0
resurrect 0 2 0 0 0
respres 0 0 0 1 1
respecitv 0 0 0 0 2
resourcerel 0 0 0 0 2
resili 0 0 2 0 0
reservoir 2 0 0 0 0
reservemanag 0 0 2 0 0
reregist 2 0 0 0 0
rerefin 0 0 0 2 0
repugn 0 0 0 2 0
reprograph 0 0 0 0 2
reproduct 0 2 0 0 0
repro 0 0 0 0 2
reposit 0 0 0 1 1
repo 0 0 2 0 0
replenish 2 0 0 0 0
repes 0 0 0 2 0
repal 0 0 0 0 2
rentcorp 0 0 0 0 2
rentco 0 0 0 2 0
rentacent 0 0 0 0 2
rene 0 0 0 1 1
remsperg 0 0 2 0 0
releat 0 0 0 2 0
reinosa 2 0 0 0 0
reimpel 2 0 0 0 0
reidashman 0 0 0 2 0
reid 0 0 0 2 0
reichmann 0 0 0 2 0
reichert 0 0 0 0 2
regrett 0 0 0 2 0
regret 0 0 0 2 0
reestablish 1 0 1 0 0
reemerg 0 1 1 0 0
reelect 0 0 1 0 1
redirect 0 0 1 1 0
redeliveri 0 2 0 0 0
recrod 0 0 0 0 2
recours 1 0 0 1 0
recor 0 0 0 0 2
reconven 0 0 1 1 0
reconstruct 1 0 0 0 1
reconfirm 2 0 0 0 0
reckitt 0 0 0 0 2
reassembl 0 0 2 0 0
reappoint 0 0 2 0 0
realism 1 1 0 0 0
readili 1 0 0 1 0
reactiv 0 0 2 0 0
rbd 0 2 0 0 0
ratifi 0 1 0 1 0
ratif 2 0 0 0 0
ratex 0 2 0 0 0
ratesumita 0 0 2 0 0
rata 0 0 0 2 0
randal 0 0 0 1 1
raini 0 2 0 0 0
rainbowprogress 0 0 0 2 0
race 0 0 0 1 1
raab 0 0 0 0 2
quo 1 0 0 0 1
quicker 0 0 0 1 1
quicken 0 0 2 0 0
quevedo 2 0 0 0 0
quartz 0 0 0 1 1
quarterend 0 0 1 0 1
quarrel 0 0 2 0 0
quadrupl 0 1 1 0 0
qtlri 0 0 0 0 2
qpl 0 0 0 2 0
q 0 0 0 0 2
puzzl 0 1 0 1 0
putnam 0 0 0 2 0
purus 0 0 0 1 1
purolatorltpcc 0 0 0 2 0
puppi 0 0 0 1 1
punit 0 0 0 2 0
punish 0 0 2 0 0
pulitz 0 0 0 0 2
publick 0 0 0 0 2
publica 0 2 0 0 0
pte 0 0 0 1 1
prudent 0 0 0 0 2
provok 0 0 2 0 0
protract 0 0 1 1 0
protocomdevic 0 0 0 0 2
protocol 1 1 0 0 0
prosecutor 0 0 0 0 2
propsect 0 0 0 2 0
proprietor 0 0 0 2 0
properli 0 1 0 1 0
properit 0 0 0 1 1
promac 0 0 0 2 0
profound 1 0 1 0 0
problemplagu 0 0 0 2 0
prober 0 0 0 2 0
privileg 1 0 0 1 0
prison 0 1 1 0 0
primebank 0 0 0 0 2
pri 2 0 0 0 0
previouslyreport 0 0 0 0 2
prevar 0 0 2 0 0
pressuris 0 0 0 2 0
presidentfin 0 0 0 0 2
prescrib 1 0 0 0 1
prescott 1 0 0 1 0
prerequisit 0 0 1 1 0
premerg 0 0 0 2 0
premdor 0 0 0 0 2
